% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.960490061e+02 +3.960490061e+02 -6.604099389e+01 -4.620900000e+02 +8.6769e-02 -3.3383e+00 -2.7905e+00
192 +1.192758062e+01 +1.192758062e+01 -4.501624194e+02 -4.620900000e+02 -4.4641e+00 +1.7153e+00 +1.9401e+00
285 +8.894137543e+00 +8.894137543e+00 -4.531958625e+02 -4.620900000e+02 -4.3048e+00 +2.3402e+00 +1.9401e+00
562 +5.171029558e+00 +5.171029558e+00 -4.569189704e+02 -4.620900000e+02 -4.3048e+00 +1.7153e+00 +2.2042e+00
2214 +1.817314255e+00 +1.817314255e+00 -4.602726857e+02 -4.620900000e+02 -3.3285e+00 +2.2690e+00 +2.2042e+00
2960 +1.211383190e+00 +1.211383190e+00 -4.608786168e+02 -4.620900000e+02 -3.3285e+00 +2.2920e+00 +2.2042e+00
7608 +8.595496215e-01 +8.595496215e-01 -4.612304504e+02 -4.620900000e+02 -2.3367e+00 +2.3073e+00 +2.1930e+00
9490 +4.167529422e-01 +4.167529422e-01 -4.616732471e+02 -4.620900000e+02 -2.3367e+00 +2.2991e+00 +2.1994e+00
12733 +1.506666231e-01 +1.506666231e-01 -4.619393334e+02 -4.620900000e+02 -2.3622e+00 +2.3031e+00 +2.2197e+00
15818 +2.668361278e-02 +2.668361278e-02 -4.620633164e+02 -4.620900000e+02 -2.3367e+00 +2.3001e+00 +2.2172e+00
27712 +1.049395545e-02 +1.049395545e-02 -4.620795060e+02 -4.620900000e+02 -2.3367e+00 +2.3001e+00 +2.2117e+00
40037 +8.921665207e-03 +8.921665207e-03 -4.620810783e+02 -4.620900000e+02 -2.3373e+00 +2.3001e+00 +2.2117e+00
78519 +1.109285153e-03 +1.109285153e-03 -4.620888907e+02 -4.620900000e+02 -2.3432e+00 +2.3001e+00 +2.2137e+00
133393 +4.793188643e-04 +4.793188643e-04 -4.620895207e+02 -4.620900000e+02 -2.3392e+00 +2.3001e+00 +2.2137e+00
144719 +1.726013873e-04 +1.726013873e-04 -4.620898274e+02 -4.620900000e+02 -2.3417e+00 +2.3001e+00 +2.2137e+00
192305 +5.600694050e-05 +5.600694050e-05 -4.620899440e+02 -4.620900000e+02 -2.3412e+00 +2.3001e+00 +2.2137e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.470780363e+01 +9.470780363e+01 +1.723678036e+02 +7.766000000e+01 -2.4188e+00 +7.9598e-01 -3.5438e+00
199 +1.836245201e+01 +1.836245201e+01 +9.602245201e+01 +7.766000000e+01 -7.2870e-01 -1.5542e+00 -1.3115e+00
292 +4.638357243e+00 +4.638357243e+00 +8.229835724e+01 +7.766000000e+01 +1.4021e+00 -8.3396e-01 -1.3115e+00
386 +1.352787320e+00 +1.352787320e+00 +7.901278732e+01 +7.766000000e+01 +1.4021e+00 -8.3396e-01 -1.2652e+00
7345 +5.008967073e-01 +5.008967073e-01 +7.816089671e+01 +7.766000000e+01 +2.3851e+00 -8.3230e-01 -1.2640e+00
9584 +3.398989126e-01 +3.398989126e-01 +7.799989891e+01 +7.766000000e+01 +2.3981e+00 -8.7497e-01 -1.2640e+00
14822 +1.427505539e-01 +1.427505539e-01 +7.780275055e+01 +7.766000000e+01 +2.3981e+00 -8.6337e-01 -1.2640e+00
19216 +7.776561805e-02 +7.776561805e-02 +7.773776562e+01 +7.766000000e+01 +2.3981e+00 -8.5877e-01 -1.2652e+00
23163 +5.066172514e-03 +5.066172514e-03 +7.766506617e+01 +7.766000000e+01 +2.3981e+00 -8.5877e-01 -1.2724e+00
33153 +7.895886444e-04 +7.895886444e-04 +7.766078959e+01 +7.766000000e+01 +2.3981e+00 -8.5514e-01 -1.2724e+00
73150 +5.122751237e-04 +5.122751237e-04 +7.766051228e+01 +7.766000000e+01 +2.3985e+00 -8.5514e-01 -1.2722e+00
78451 +3.533797158e-04 +3.533797158e-04 +7.766035338e+01 +7.766000000e+01 +2.3985e+00 -8.5586e-01 -1.2724e+00
88457 +9.220793241e-05 +9.220793241e-05 +7.766009221e+01 +7.766000000e+01 +2.3985e+00 -8.5586e-01 -1.2722e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.854475194e+02 +1.854475194e+02 +3.011275194e+02 +1.156800000e+02 -1.1633e+00 +3.9018e+00 -1.2488e+00
191 +2.575261583e+01 +2.575261583e+01 +1.414326158e+02 +1.156800000e+02 -4.0022e+00 -1.0701e+00 -1.6189e-01
282 +1.124472129e+01 +1.124472129e+01 +1.269247213e+02 +1.156800000e+02 -2.0050e+00 -1.6618e+00 -8.9103e-02
362 +8.115529474e+00 +8.115529474e+00 +1.237955295e+02 +1.156800000e+02 -3.2315e+00 -1.6618e+00 -8.9103e-02
793 +5.975877508e+00 +5.975877508e+00 +1.216558775e+02 +1.156800000e+02 -3.2315e+00 -1.6377e+00 +2.8004e-01
1768 +3.560682691e+00 +3.560682691e+00 +1.192406827e+02 +1.156800000e+02 -3.1390e+00 -1.5929e+00 +5.9961e-01
2106 +2.113812597e+00 +2.113812597e+00 +1.177938126e+02 +1.156800000e+02 -2.1932e+00 -1.5929e+00 +5.9961e-01
