% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.141963295e+06 +6.141963295e+06 +6.141753415e+06 -2.098800000e+02 -3.5356e+00 +1.4065e+00 -2.9216e+00 -1.1527e+00 +1.5282e+00 +3.1343e+00 -1.2895e+00 +1.8643e+00 -4.4518e+00 +4.5294e+00
400 +2.464752065e+05 +2.464752065e+05 +2.462653265e+05 -2.098800000e+02 -1.5523e+00 -4.0719e+00 -1.3419e+00 +2.1513e+00 -4.9981e+00 +1.7337e+00 +2.6379e+00 -1.7996e+00 -1.6734e+00 +2.6967e+00
600 +1.122173160e+05 +1.122173160e+05 +1.120074360e+05 -2.098800000e+02 -7.8847e-01 -6.7760e-01 -1.1009e+00 -2.7944e+00 -1.6825e+00 +1.9788e+00 +1.1976e+00 +8.4112e-01 -1.2254e+00 +2.3809e+00
800 +6.430609048e+04 +6.430609048e+04 +6.409621048e+04 -2.098800000e+02 -7.8847e-01 -6.7760e-01 -1.1009e+00 -4.9655e+00 +1.0053e+00 +1.9788e+00 +1.1976e+00 +8.4112e-01 -1.2254e+00 +2.6813e+00
1000 +5.187519093e+04 +5.187519093e+04 +5.166531093e+04 -2.098800000e+02 -7.8847e-01 -6.7760e-01 -1.1009e+00 -4.9655e+00 +1.0053e+00 +1.9788e+00 +2.7218e+00 +8.4112e-01 -1.2254e+00 +2.6813e+00
1200 +1.422264539e+04 +1.422264539e+04 +1.401276539e+04 -2.098800000e+02 -7.8847e-01 -6.7760e-01 -1.1009e+00 -4.9655e+00 +2.2607e+00 +1.9788e+00 +2.7218e+00 -1.9382e-01 -1.1758e+00 +2.6813e+00
1400 +6.968082472e+03 +6.968082472e+03 +6.758202472e+03 -2.098800000e+02 +1.8632e+00 -6.7760e-01 -1.1009e+00 -2.7944e+00 +2.2607e+00 +1.9788e+00 +2.7218e+00 -1.9382e-01 -1.1758e+00 +2.6201e+00
1600 +5.066356336e+03 +5.066356336e+03 +4.856476336e+03 -2.098800000e+02 +1.8632e+00 -6.7760e-01 +1.6371e+00 -8.4838e-01 +2.2607e+00 +1.9788e+00 +2.7218e+00 -1.9382e-01 -1.1758e+00 +2.6201e+00
2000 +3.596221360e+03 +3.596221360e+03 +3.386341360e+03 -2.098800000e+02 +1.8632e+00 -6.7760e-01 +1.2839e+00 -4.7182e-01 +1.4233e+00 +1.9788e+00 +2.4769e+00 -1.9382e-01 -1.1758e+00 +2.6201e+00
2599 +1.764381364e+03 +1.764381364e+03 +1.554501364e+03 -2.098800000e+02 +1.8632e+00 -4.4519e+00 +2.5623e+00 -4.7182e-01 +1.8903e+00 +2.9523e+00 +2.4769e+00 -1.0949e-01 -1.1411e+00 +2.6201e+00
2797 +1.555613508e+03 +1.555613508e+03 +1.345733508e+03 -2.098800000e+02 +1.8632e+00 -6.7760e-01 +1.2839e+00 -9.2711e-02 +1.8903e+00 +2.9523e+00 +2.4769e+00 -1.0949e-01 -1.1411e+00 +2.6201e+00
3997 +8.110569623e+02 +8.110569623e+02 +6.011769623e+02 -2.098800000e+02 +1.8632e+00 -7.5755e-01 +3.7389e+00 +7.6045e-01 +1.8903e+00 +2.8615e+00 +2.4514e+00 -1.0949e-01 -1.1058e+00 +2.6201e+00
4397 +5.349364857e+02 +5.349364857e+02 +3.250564857e+02 -2.098800000e+02 +1.8632e+00 -2.6620e-01 +3.7389e+00 +1.7532e+00 +1.8903e+00 +2.8615e+00 +2.4514e+00 -1.0949e-01 -1.1058e+00 +2.6201e+00
4797 +3.955517019e+02 +3.955517019e+02 +1.856717019e+02 -2.098800000e+02 +1.8632e+00 -7.5755e-01 +3.7389e+00 +2.3735e+00 +1.8903e+00 +2.8615e+00 +2.2450e+00 -1.0949e-01 -1.1058e+00 +2.6201e+00
6595 +2.043834736e+02 +2.043834736e+02 -5.496526437e+00 -2.098800000e+02 +1.8632e+00 +5.2157e-01 +3.3597e+00 +3.0657e+00 +1.8903e+00 +2.6840e+00 +2.3215e+00 -1.0949e-01 -1.1058e+00 +2.5925e+00
6795 +1.501495330e+02 +1.501495330e+02 -5.973046701e+01 -2.098800000e+02 +1.8632e+00 +5.2157e-01 +3.3597e+00 +2.3735e+00 +1.8154e+00 +2.6840e+00 +2.3215e+00 -1.0949e-01 -1.1058e+00 +2.5925e+00
7795 +7.971882316e+00 +7.971882316e+00 -2.019081177e+02 -2.098800000e+02 +1.8632e+00 +5.2157e-01 +3.4860e+00 +2.3735e+00 +1.7742e+00 +2.6840e+00 +2.3215e+00 -8.8755e-02 -1.1058e+00 +2.6026e+00
42205 +5.877741160e+00 +5.877741160e+00 -2.040022588e+02 -2.098800000e+02 +1.2175e+00 +4.2877e-01 +3.4860e+00 +2.3735e+00 +1.7778e+00 +2.6840e+00 +2.3215e+00 -9.1890e-02 -1.1058e+00 +2.6034e+00
61483 +2.955110090e+00 +2.955110090e+00 -2.069248899e+02 -2.098800000e+02 +1.5261e+00 +4.2763e-01 +3.5726e+00 +2.3970e+00 +1.7778e+00 +2.6840e+00 +2.3215e+00 -9.1890e-02 -1.1086e+00 +2.6026e+00
65457 +9.444257271e-01 +9.444257271e-01 -2.089355743e+02 -2.098800000e+02 +1.2175e+00 +4.3339e-01 +3.5576e+00 +2.3796e+00 +1.7778e+00 +2.6840e+00 +2.3215e+00 -9.1890e-02 -1.1086e+00 +2.6041e+00
132671 +5.638572149e-01 +5.638572149e-01 -2.093161428e+02 -2.098800000e+02 +1.2066e+00 +4.5166e-01 +3.5548e+00 +2.3855e+00 +1.7853e+00 +2.6892e+00 +2.3215e+00 -9.0263e-02 -1.1094e+00 +2.6034e+00
133841 +3.439146252e-01 +3.439146252e-01 -2.095360854e+02 -2.098800000e+02 +1.2175e+00 +4.5166e-01 +3.5589e+00 +2.3855e+00 +1.7778e+00 +2.6877e+00 +2.3215e+00 -9.1890e-02 -1.1094e+00 +2.6040e+00
190090 +8.775354184e-02 +8.775354184e-02 -2.097922465e+02 -2.098800000e+02 +1.2072e+00 +4.4794e-01 +3.5542e+00 +2.3862e+00 +1.7864e+00 +2.6896e+00 +2.3215e+00 -8.9172e-02 -1.1102e+00 +2.6040e+00
227967 +1.551522677e-02 +1.551522677e-02 -2.098644848e+02 -2.098800000e+02 +1.2072e+00 +4.4794e-01 +3.5542e+00 +2.3862e+00 +1.7864e+00 +2.6896e+00 +2.3215e+00 -9.0263e-02 -1.1102e+00 +2.6040e+00
655699 +9.944315195e-03 +9.944315195e-03 -2.098700557e+02 -2.098800000e+02 +1.2072e+00 +4.4805e-01 +3.5545e+00 +2.3862e+00 +1.7859e+00 +2.6887e+00 +2.3215e+00 -9.0322e-02 -1.1106e+00 +2.6040e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.496298948e+06 +1.496298948e+06 +1.496206858e+06 -9.209000000e+01 -1.3024e+00 -3.1226e+00 +4.6594e+00 -3.2136e+00 +4.9930e+00 -3.2675e+00 -2.1654e-01 -2.2360e+00 -1.7652e+00 +1.6573e+00
383 +2.473996734e+05 +2.473996734e+05 +2.473075834e+05 -9.209000000e+01 -2.9020e+00 +3.7045e+00 -1.0917e+00 -3.7656e+00 +1.6592e+00 -4.2907e+00 +1.9755e+00 +1.3931e+00 +9.2535e-01 +1.3101e+00
567 +6.257086801e+04 +6.257086801e+04 +6.247877801e+04 -9.209000000e+01 +3.2540e+00 +2.1019e+00 -2.2583e+00 -3.3981e+00 +3.7217e+00 -1.3227e+00 -8.0549e-01 +1.1922e+00 +1.1832e-01 +1.5815e+00
751 +2.779873645e+04 +2.779873645e+04 +2.770664645e+04 -9.209000000e+01 +3.2540e+00 +2.8423e+00 -1.2315e+00 +1.8201e+00 -3.1545e-03 -4.3417e+00 -7.0508e-01 +1.3931e+00 +5.7615e-01 +1.5815e+00
1134 +2.320284622e+04 +2.320284622e+04 +2.311075622e+04 -9.209000000e+01 +3.2540e+00 +2.8423e+00 -2.2583e+00 -3.3981e+00 +1.6592e+00 -4.2907e+00 -7.0508e-01 +1.1922e+00 +5.7615e-01 +1.5815e+00
1320 +1.385697445e+04 +1.385697445e+04 +1.376488445e+04 -9.209000000e+01 -2.9020e+00 +3.7045e+00 -1.0917e+00 -3.3981e+00 +1.6592e+00 -4.2907e+00 -1.9131e-01 +1.3931e+00 +5.7615e-01 +1.6660e+00
1512 +9.004987174e+03 +9.004987174e+03 +8.912897174e+03 -9.209000000e+01 -2.9020e+00 +3.7045e+00 -1.0917e+00 -3.3981e+00 +1.6592e+00 -4.2907e+00 -1.9131e-01 +1.1922e+00 +5.7615e-01 +1.6660e+00
1701 +6.079275220e+03 +6.079275220e+03 +5.987185220e+03 -9.209000000e+01 -2.9020e+00 +2.8009e+00 -1.2315e+00 -3.3981e+00 -3.1545e-03 -4.2907e+00 -1.9131e-01 +8.9765e-01 +5.7615e-01 +1.6660e+00
3210 +3.628139116e+03 +3.628139116e+03 +3.536049116e+03 -9.209000000e+01 -2.9020e+00 +3.7045e+00 -1.0917e+00 -2.4962e+00 -3.1545e-03 -3.9763e+00 +1.4629e-01 +1.0477e+00 +5.3981e-01 +1.6660e+00
3407 +2.500957236e+03 +2.500957236e+03 +2.408867236e+03 -9.209000000e+01 -2.9020e+00 +2.8423e+00 -1.0917e+00 -3.1471e+00 -3.1545e-03 -3.9763e+00 +1.4629e-01 +1.0477e+00 +5.1818e-01 +1.6660e+00
3976 +1.302960864e+03 +1.302960864e+03 +1.210870864e+03 -9.209000000e+01 +3.2540e+00 +3.1817e+00 -1.0917e+00 -2.4822e+00 -3.1545e-03 -3.7383e+00 +1.4629e-01 +1.0477e+00 +4.8055e-01 +1.6660e+00
4547 +8.383854103e+02 +8.383854103e+02 +7.462954103e+02 -9.209000000e+01 +3.2540e+00 +3.1817e+00 -1.0917e+00 -1.8751e+00 -3.1545e-03 -3.7383e+00 +1.4629e-01 +9.9040e-01 +4.8055e-01 +1.6987e+00
5105 +2.485510669e+02 +2.485510669e+02 +1.564610669e+02 -9.209000000e+01 +3.0866e+00 +3.1817e+00 -1.0917e+00 -2.3317e+00 -3.1545e-03 -3.7383e+00 -5.8022e-03 +9.9040e-01 +4.3154e-01 +1.6987e+00
6815 +1.241776004e+02 +1.241776004e+02 +3.208760041e+01 -9.209000000e+01 +2.9927e+00 +2.7257e+00 -2.0492e-01 -1.8751e+00 -4.3730e-02 -3.7383e+00 +2.0623e-02 +9.9040e-01 +4.3154e-01 +1.6968e+00
14400 +9.214352136e+01 +9.214352136e+01 +5.352136246e-02 -9.209000000e+01 +2.6377e-01 +3.3449e+00 +1.0538e-01 -1.7978e+00 -1.3536e-01 -3.6996e+00 +4.6461e-02 +9.7378e-01 +4.1964e-01 +1.6827e+00
18834 +6.216113567e+01 +6.216113567e+01 -2.992886433e+01 -9.209000000e+01 +7.4513e-01 +2.5636e+00 -6.9097e-02 -1.8224e+00 -1.2842e-01 -3.7604e+00 +4.4985e-02 +9.7822e-01 +4.1964e-01 +1.6850e+00
26040 +1.740121220e+01 +1.740121220e+01 -7.468878780e+01 -9.209000000e+01 +2.0305e-01 +2.9914e+00 -1.5397e-01 -1.8497e+00 -1.6878e-01 -3.7646e+00 +8.5277e-03 +9.8392e-01 +4.3221e-01 +1.6886e+00
26400 +1.395759265e+01 +1.395759265e+01 -7.813240735e+01 -9.209000000e+01 +2.0305e-01 +2.4978e+00 -2.6090e-02 -1.8497e+00 -1.6878e-01 -3.7646e+00 +8.5277e-03 +9.8392e-01 +4.3221e-01 +1.6843e+00
26964 +9.150363594e+00 +9.150363594e+00 -8.293963641e+01 -9.209000000e+01 +2.0305e-01 +2.4978e+00 -2.6090e-02 -1.8497e+00 -1.6878e-01 -3.7646e+00 +2.3516e-02 +9.8392e-01 +4.3221e-01 +1.6843e+00
58578 +5.650414938e+00 +5.650414938e+00 -8.643958506e+01 -9.209000000e+01 +5.6960e-01 +2.5408e+00 +6.8716e-02 -1.8497e+00 -1.3493e-01 -3.7646e+00 +3.5490e-02 +9.8392e-01 +4.3221e-01 +1.6881e+00
89323 +7.737700978e-01 +7.737700978e-01 -9.131622990e+01 -9.209000000e+01 +7.3108e-01 +2.6200e+00 +8.4067e-02 -1.8283e+00 -1.2028e-01 -3.7570e+00 +3.5490e-02 +9.9040e-01 +4.3452e-01 +1.6860e+00
127268 +5.775227264e-01 +5.775227264e-01 -9.151247727e+01 -9.209000000e+01 +7.3108e-01 +2.4870e+00 +8.8624e-02 -1.8248e+00 -1.1927e-01 -3.7570e+00 +3.2949e-02 +9.8494e-01 +4.3452e-01 +1.6860e+00
131555 +3.650697495e-01 +3.650697495e-01 -9.172493025e+01 -9.209000000e+01 +7.3108e-01 +2.6200e+00 +8.8624e-02 -1.8248e+00 -1.1927e-01 -3.7570e+00 +3.2949e-02 +9.8878e-01 +4.3452e-01 +1.6860e+00
154902 +1.968663142e-01 +1.968663142e-01 -9.189313369e+01 -9.209000000e+01 +7.2350e-01 +2.6200e+00 +8.8624e-02 -1.8248e+00 -1.1927e-01 -3.7596e+00 +3.2546e-02 +9.8815e-01 +4.3508e-01 +1.6860e+00
250744 +1.547542156e-01 +1.547542156e-01 -9.193524578e+01 -9.209000000e+01 +7.2494e-01 +2.6203e+00 +8.8624e-02 -1.8270e+00 -1.1927e-01 -3.7596e+00 +3.1723e-02 +9.8751e-01 +4.3508e-01 +1.6860e+00
322831 +4.112632330e-02 +4.112632330e-02 -9.204887368e+01 -9.209000000e+01 +7.2494e-01 +2.6209e+00 +9.1507e-02 -1.8270e+00 -1.1927e-01 -3.7596e+00 +3.1723e-02 +9.8751e-01 +4.3508e-01 +1.6862e+00
387385 +3.655248670e-02 +3.655248670e-02 -9.205344751e+01 -9.209000000e+01 +7.2494e-01 +2.6209e+00 +9.0903e-02 -1.8270e+00 -1.1927e-01 -3.7593e+00 +3.2013e-02 +9.8708e-01 +4.3508e-01 +1.6862e+00
401306 +1.631727927e-02 +1.631727927e-02 -9.207368272e+01 -9.209000000e+01 +7.2494e-01 +2.6209e+00 +9.0524e-02 -1.8262e+00 -1.1927e-01 -3.7596e+00 +3.1723e-02 +9.8751e-01 +4.3508e-01 +1.6865e+00
444368 +1.176785866e-02 +1.176785866e-02 -9.207823214e+01 -9.209000000e+01 +7.2494e-01 +2.6209e+00 +9.0524e-02 -1.8262e+00 -1.1927e-01 -3.7593e+00 +3.2013e-02 +9.8708e-01 +4.3508e-01 +1.6865e+00
492214 +8.822948078e-03 +8.822948078e-03 -9.208117705e+01 -9.209000000e+01 +7.2498e-01 +2.6212e+00 +9.0524e-02 -1.8262e+00 -1.1927e-01 -3.7593e+00 +3.2013e-02 +9.8708e-01 +4.3522e-01 +1.6865e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
