% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.372216020e+07 +1.372216020e+07 +1.372195032e+07 -2.098800000e+02 -4.9770e+00 +4.1971e+00
197 +1.516467005e+03 +1.516467005e+03 +1.306587005e+03 -2.098800000e+02 +1.3118e+00 +4.8850e-01
1079 +1.725232465e+02 +1.725232465e+02 -3.735675353e+01 -2.098800000e+02 +1.2262e+00 +4.3498e-01
3032 +3.339385645e+01 +3.339385645e+01 -1.764861435e+02 -2.098800000e+02 +1.2212e+00 +4.4238e-01
3724 +1.644180118e+00 +1.644180118e+00 -2.082358199e+02 -2.098800000e+02 +2.1720e-02 +4.4777e-01
3823 +4.675196416e-02 +4.675196416e-02 -2.098332480e+02 -2.098800000e+02 +1.2212e+00 +4.4777e-01
14867 +1.218447754e-02 +1.218447754e-02 -2.098678155e+02 -2.098800000e+02 +1.1957e+00 +4.4789e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.407208797e+06 +6.407208797e+06 +6.407116707e+06 -9.209000000e+01 +4.4765e+00 +4.7864e-03
198 +1.482537860e+02 +1.482537860e+02 +5.616378597e+01 -9.209000000e+01 -1.9782e-01 +2.6337e+00
3932 +1.554808218e+00 +1.554808218e+00 -9.053519178e+01 -9.209000000e+01 +7.3188e-01 +2.6203e+00
76875 +9.424786968e-01 +9.424786968e-01 -9.114752130e+01 -9.209000000e+01 +7.2642e-01 +2.6206e+00
88799 +1.071520759e-01 +1.071520759e-01 -9.198284792e+01 -9.209000000e+01 +7.2480e-01 +2.6213e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.474040411e+04 +2.474040411e+04 +2.465251411e+04 -8.789000000e+01 -4.6774e+00 +3.4976e+00
189 +2.133876560e+02 +2.133876560e+02 +1.254976560e+02 -8.789000000e+01 +6.9929e-01 +3.6601e+00
282 +8.734582988e+00 +8.734582988e+00 -7.915541701e+01 -8.789000000e+01 +1.6726e+00 +3.6483e+00
4972 +3.483016629e+00 +3.483016629e+00 -8.440698337e+01 -8.789000000e+01 +1.6333e+00 +3.6468e+00
5051 +1.957924559e+00 +1.957924559e+00 -8.593207544e+01 -8.789000000e+01 -5.1560e-01 +3.6468e+00
5500 +1.525374211e+00 +1.525374211e+00 -8.636462579e+01 -8.789000000e+01 +2.5141e-02 +3.6468e+00
105004 +2.056231972e-02 +2.056231972e-02 -8.786943768e+01 -8.789000000e+01 +2.3805e-01 +3.6457e+00
149554 +8.843326783e-05 +8.843326783e-05 -8.788991157e+01 -8.789000000e+01 +2.3805e-01 +3.6456e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.130536779e+06 +1.130536779e+06 +1.130856969e+06 +3.201900000e+02 +2.2214e+00 -3.4050e+00
87 +3.848046261e+03 +3.848046261e+03 +4.168236261e+03 +3.201900000e+02 -5.6019e-01 -2.4280e+00
626 +2.390920115e+03 +2.390920115e+03 +2.711110115e+03 +3.201900000e+02 -5.6019e-01 -2.3149e+00
3233 +1.121257493e+02 +1.121257493e+02 +4.323157493e+02 +3.201900000e+02 -3.9413e-01 -2.3718e+00
5039 +2.483872761e+00 +2.483872761e+00 +3.226738728e+02 +3.201900000e+02 +9.0321e-01 -2.3615e+00
5135 +5.615927284e-01 +5.615927284e-01 +3.207515927e+02 +3.201900000e+02 -6.4387e-01 -2.3615e+00
109161 +3.641540903e-01 +3.641540903e-01 +3.205541541e+02 +3.201900000e+02 -4.3262e-01 -2.3614e+00
116476 +6.175834649e-03 +6.175834649e-03 +3.201961758e+02 +3.201900000e+02 -4.3262e-01 -2.3607e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.107273520e+07 +6.107273520e+07 +6.107263096e+07 -1.042400000e+02 +1.7401e-01 +3.6219e+00
196 +2.239998433e+02 +2.239998433e+02 +1.197598433e+02 -1.042400000e+02 -1.5782e-01 -3.9346e+00
1518 +4.643054253e+01 +4.643054253e+01 -5.780945747e+01 -1.042400000e+02 +3.9145e-01 -3.9130e+00
3630 +3.838707033e+01 +3.838707033e+01 -6.585292967e+01 -1.042400000e+02 +3.9145e-01 -3.9263e+00
12419 +8.152795911e-02 +8.152795911e-02 -1.041584720e+02 -1.042400000e+02 +3.9145e-01 -3.9203e+00
28854 +2.962526490e-03 +2.962526490e-03 -1.042370375e+02 -1.042400000e+02 +3.9145e-01 -3.9199e+00
