% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
880760 +8.247130734e-07 +8.247130734e-07 +3.710000825e+00 +3.710000000e+00 +3.9782e+00 -3.2176e+00 +8.1998e-01 -2.0303e+00 +6.3654e-01 +1.4415e+00 -1.8422e+00 +3.1969e+00 +1.7846e+00 -7.9931e-01 -1.1466e+00 -2.9356e+00 -8.9893e-01 -2.5040e-01 -1.7767e+00 -3.8307e+00 -9.5671e-01 -1.7232e+00 -3.3945e+00 -1.0384e+00
893899 +6.123038525e-07 +6.123038525e-07 +3.710000612e+00 +3.710000000e+00 +3.9782e+00 -3.2176e+00 +8.1998e-01 -2.0303e+00 +6.3654e-01 +1.4415e+00 -1.8422e+00 +3.1969e+00 +1.7850e+00 -7.9931e-01 -1.1466e+00 -2.9356e+00 -8.9872e-01 -2.5040e-01 -1.7767e+00 -3.8306e+00 -9.5671e-01 -1.7232e+00 -3.3945e+00 -1.0384e+00
1258859 +3.626621297e-07 +3.626621297e-07 +3.710000363e+00 +3.710000000e+00 +3.9785e+00 -3.2176e+00 +8.1998e-01 -2.0303e+00 +6.3690e-01 +1.4416e+00 -1.8422e+00 +3.1969e+00 +1.7850e+00 -7.9927e-01 -1.1463e+00 -2.9356e+00 -8.9824e-01 -2.5040e-01 -1.7767e+00 -3.8302e+00 -9.5671e-01 -1.7232e+00 -3.3945e+00 -1.0384e+00
1334178 +2.080648489e-07 +2.080648489e-07 +3.710000208e+00 +3.710000000e+00 +3.9785e+00 -3.2176e+00 +8.1998e-01 -2.0303e+00 +6.3690e-01 +1.4416e+00 -1.8422e+00 +3.1969e+00 +1.7850e+00 -7.9927e-01 -1.1463e+00 -2.9359e+00 -8.9824e-01 -2.5040e-01 -1.7767e+00 -3.8302e+00 -9.5671e-01 -1.7232e+00 -3.3945e+00 -1.0384e+00
1720648 +1.515330941e-07 +1.515330941e-07 +3.710000152e+00 +3.710000000e+00 +3.9785e+00 -3.2176e+00 +8.2001e-01 -2.0303e+00 +6.3690e-01 +1.4416e+00 -1.8422e+00 +3.1969e+00 +1.7850e+00 -7.9927e-01 -1.1463e+00 -2.9360e+00 -8.9824e-01 -2.5040e-01 -1.7767e+00 -3.8304e+00 -9.5671e-01 -1.7232e+00 -3.3945e+00 -1.0384e+00
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.099046558e+02 +3.099046558e+02 +4.046846558e+02 +9.478000000e+01 -3.9819e+00 +2.8676e+00 -4.9101e+00 -7.5798e-01 +2.5443e+00 +4.5735e+00 -2.6709e+00 -1.2136e+00 +1.1093e+00 +4.8505e+00 +4.4866e+00 +1.6548e+00 -3.1873e+00 +2.1743e+00 -1.3753e+00 +4.3104e-01 -1.9939e+00 -1.0626e+00 +4.6404e+00 -4.2015e+00
400 +6.877387850e+01 +6.877387850e+01 +1.635538785e+02 +9.478000000e+01 -1.4715e+00 -3.7150e+00 +3.4442e+00 -4.3838e+00 +8.6134e-01 -3.7312e-01 +3.1835e+00 +1.5744e+00 +3.9582e+00 +4.1102e+00 +2.9921e+00 -3.3068e-01 +3.7824e-01 -4.6735e+00 +1.2973e+00 -3.1787e-01 -1.2367e+00 -8.4181e-01 +4.0918e+00 -6.5975e-01
599 +5.171684507e+01 +5.171684507e+01 +1.464968451e+02 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +1.3962e+00 -4.4266e+00 +2.2622e+00 -1.8897e+00 +3.1835e+00 +1.5744e+00 +3.9582e+00 +4.1102e+00 +2.9921e+00 -3.3068e-01 +3.7824e-01 -4.6735e+00 +1.0208e+00 -4.3949e+00 -8.3166e-01 +3.5359e+00 +3.1731e+00 -3.8674e+00
799 +3.261863782e+01 +3.261863782e+01 +1.273986378e+02 +9.478000000e+01 -1.4715e+00 -3.7150e+00 +3.4442e+00 -4.3838e+00 +8.6134e-01 -3.7312e-01 +3.1835e+00 +1.5744e+00 +3.9582e+00 +4.1102e+00 +1.5683e+00 -1.3027e+00 +1.1945e-01 -3.8971e+00 -1.2679e-01 -4.3949e+00 +2.4874e-01 +3.5359e+00 +3.1731e+00 -6.5975e-01
1197 +2.139278779e+01 +2.139278779e+01 +1.161727878e+02 +9.478000000e+01 -1.4715e+00 -3.7150e+00 +3.4442e+00 -4.3838e+00 +1.5358e+00 -3.7312e-01 +3.1835e+00 +1.5744e+00 +3.9582e+00 +4.1102e+00 +1.5683e+00 -1.3027e+00 -7.9185e-01 -1.4207e+00 -8.4422e-01 -2.2529e+00 +2.4874e-01 +3.5359e+00 +3.1731e+00 -6.5975e-01
1397 +1.581259258e+01 +1.581259258e+01 +1.105925926e+02 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -4.0995e+00 +1.0453e+00 -3.7312e-01 +3.1835e+00 +1.5744e+00 +3.9582e+00 +4.1102e+00 +1.5683e+00 -1.3027e+00 -1.3659e+00 -1.4207e+00 -8.4422e-01 -2.2529e+00 +2.4874e-01 +3.5359e+00 +3.1731e+00 -3.8674e+00
1997 +8.164434035e+00 +8.164434035e+00 +1.029444340e+02 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -4.0995e+00 +1.8582e+00 -3.7312e-01 +3.1835e+00 +1.5744e+00 +3.9582e+00 +3.3976e+00 +1.7795e+00 -3.3068e-01 -1.2635e+00 -1.4207e+00 -8.4422e-01 -2.2529e+00 +9.8477e-01 +2.7745e+00 +3.1731e+00 -3.1420e+00
2596 +5.815591569e+00 +5.815591569e+00 +1.005955916e+02 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -4.0995e+00 +1.9330e+00 -3.7312e-01 +3.5447e+00 +1.5744e+00 +3.9582e+00 +3.3976e+00 +9.9437e-01 -3.3068e-01 -1.3659e+00 -1.4207e+00 -8.4422e-01 -2.1974e+00 +9.8477e-01 +2.7745e+00 +3.1731e+00 -2.5118e+00
3195 +3.181171988e+00 +3.181171988e+00 +9.796117199e+01 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -4.0490e+00 +2.2622e+00 -3.7312e-01 +3.2160e+00 +1.7059e+00 +3.4379e+00 +3.3976e+00 +9.9437e-01 -3.3068e-01 -1.3815e+00 -1.4207e+00 -8.4422e-01 -2.2529e+00 +9.8477e-01 +2.2466e+00 +2.4525e+00 -2.5118e+00
3595 +2.205743799e+00 +2.205743799e+00 +9.698574380e+01 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -3.8417e+00 +2.2622e+00 -3.7312e-01 +3.2160e+00 +1.7059e+00 +3.2435e+00 +3.3976e+00 +9.9437e-01 -3.3068e-01 -1.3815e+00 -1.4207e+00 -8.4422e-01 -3.1630e+00 +1.5801e+00 +2.7745e+00 +2.4670e+00 -2.4528e+00
4190 +1.435783967e+00 +1.435783967e+00 +9.621578397e+01 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -3.4875e+00 +2.2622e+00 -3.7312e-01 +3.2160e+00 +1.7059e+00 +3.4379e+00 +3.3976e+00 +6.7505e-01 -3.3068e-01 -1.3815e+00 -1.4207e+00 -8.4422e-01 -3.1630e+00 +1.7611e+00 +2.2466e+00 +2.4525e+00 -2.4528e+00
4789 +9.398477202e-01 +9.398477202e-01 +9.571984772e+01 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -3.8417e+00 +2.2622e+00 -2.7482e-01 +3.2160e+00 +1.7059e+00 +3.2435e+00 +3.3976e+00 +6.7505e-01 -4.4612e-01 -1.5227e+00 -1.7267e+00 -8.4422e-01 -3.1630e+00 +1.7611e+00 +2.2466e+00 +2.1792e+00 -2.1665e+00
5587 +5.430962162e-01 +5.430962162e-01 +9.532309622e+01 +9.478000000e+01 +1.2477e+00 -3.2578e+00 +4.0227e+00 -3.4875e+00 +2.2622e+00 -1.6480e-01 +3.3686e+00 +1.7059e+00 +3.2435e+00 +3.3976e+00 +6.7505e-01 -9.5466e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -2.8428e+00 +1.7611e+00 +2.2466e+00 +2.1792e+00 -2.2366e+00
5985 +3.682479191e-01 +3.682479191e-01 +9.514824792e+01 +9.478000000e+01 +9.1254e-01 -3.2578e+00 +4.0227e+00 -3.4875e+00 +2.4243e+00 -3.7312e-01 +3.8180e+00 +1.7059e+00 +3.2435e+00 +3.3102e+00 +6.7505e-01 -9.3618e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -2.8428e+00 +1.7611e+00 +2.2466e+00 +2.0259e+00 -2.1665e+00
6383 +2.164172052e-01 +2.164172052e-01 +9.499641721e+01 +9.478000000e+01 +9.1254e-01 -3.2578e+00 +4.0227e+00 -3.4875e+00 +2.4243e+00 -1.6480e-01 +3.3686e+00 +1.7059e+00 +3.1943e+00 +2.9793e+00 +6.7505e-01 -7.9402e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -2.8428e+00 +1.7611e+00 +2.2466e+00 +2.0259e+00 -2.1665e+00
7383 +1.435586404e-01 +1.435586404e-01 +9.492355864e+01 +9.478000000e+01 +9.1254e-01 -3.2578e+00 +4.0227e+00 -3.4875e+00 +2.4243e+00 -1.6480e-01 +3.6541e+00 +2.0029e+00 +3.2435e+00 +2.9793e+00 +5.6910e-01 -7.9402e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -2.8428e+00 +1.7611e+00 +2.2466e+00 +2.0259e+00 -2.1665e+00
7983 +8.968515481e-02 +8.968515481e-02 +9.486968515e+01 +9.478000000e+01 +9.1254e-01 -3.2108e+00 +4.0227e+00 -3.5026e+00 +2.4243e+00 -1.6480e-01 +3.6541e+00 +2.0029e+00 +3.1943e+00 +3.0728e+00 +6.7505e-01 -7.9402e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -3.0308e+00 +1.7611e+00 +1.9522e+00 +2.0259e+00 -2.1665e+00
8783 +5.571091077e-02 +5.571091077e-02 +9.483571091e+01 +9.478000000e+01 +9.1254e-01 -3.1789e+00 +4.0227e+00 -3.4875e+00 +2.5411e+00 -1.6480e-01 +3.6541e+00 +1.9387e+00 +3.1943e+00 +3.0728e+00 +5.6910e-01 -7.9402e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -3.0308e+00 +1.7611e+00 +1.9522e+00 +2.0259e+00 -2.1665e+00
9780 +3.624739149e-02 +3.624739149e-02 +9.481624739e+01 +9.478000000e+01 +9.1254e-01 -3.1789e+00 +3.8245e+00 -3.4875e+00 +2.5411e+00 -1.6480e-01 +3.5483e+00 +1.9387e+00 +3.1943e+00 +3.0728e+00 +5.5728e-01 -7.9402e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -3.0308e+00 +1.8315e+00 +1.9522e+00 +2.0259e+00 -2.1665e+00
19792 +2.364944754e-02 +2.364944754e-02 +9.480364945e+01 +9.478000000e+01 +9.0153e-01 -3.1847e+00 +3.8842e+00 -3.4278e+00 +2.4980e+00 -1.9102e-01 +3.5907e+00 +1.9377e+00 +3.1772e+00 +3.1291e+00 +5.0321e-01 -7.4670e-01 -1.6839e+00 -1.7364e+00 -1.1745e+00 -2.9884e+00 +1.8680e+00 +2.0878e+00 +1.9255e+00 -2.1530e+00
40459 +1.501138560e-02 +1.501138560e-02 +9.479501139e+01 +9.478000000e+01 +9.1254e-01 -3.1789e+00 +3.9408e+00 -3.4875e+00 +2.5411e+00 -1.6480e-01 +3.5483e+00 +1.9387e+00 +3.1526e+00 +3.0728e+00 +5.4600e-01 -7.4677e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -3.0308e+00 +1.8315e+00 +2.0830e+00 +2.0259e+00 -2.1665e+00
44132 +9.694627297e-03 +9.694627297e-03 +9.478969463e+01 +9.478000000e+01 +9.2826e-01 -3.1789e+00 +3.8809e+00 -3.4875e+00 +2.5248e+00 -1.6480e-01 +3.5759e+00 +1.9387e+00 +3.1526e+00 +3.0728e+00 +5.4600e-01 -7.4677e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -3.0191e+00 +1.8315e+00 +2.0830e+00 +2.0058e+00 -2.1665e+00
47610 +6.149746436e-03 +6.149746436e-03 +9.478614975e+01 +9.478000000e+01 +9.2826e-01 -3.1713e+00 +3.8951e+00 -3.4875e+00 +2.5248e+00 -1.6480e-01 +3.5759e+00 +1.8723e+00 +3.1526e+00 +3.0999e+00 +5.5292e-01 -7.4677e-01 -1.6504e+00 -1.7267e+00 -1.2067e+00 -3.0191e+00 +1.8315e+00 +2.0434e+00 +1.9682e+00 -2.1665e+00
57553 +3.485210141e-03 +3.485210141e-03 +9.478348521e+01 +9.478000000e+01 +9.5322e-01 -3.1789e+00 +3.9039e+00 -3.4875e+00 +2.5099e+00 -1.2046e-01 +3.5749e+00 +1.8878e+00 +3.1404e+00 +3.1119e+00 +5.4896e-01 -7.3709e-01 -1.6504e+00 -1.7267e+00 -1.1969e+00 -2.9706e+00 +1.8431e+00 +2.0666e+00 +1.9790e+00 -2.2056e+00
65074 +2.492932433e-03 +2.492932433e-03 +9.478249293e+01 +9.478000000e+01 +9.2978e-01 -3.1763e+00 +3.8842e+00 -3.5060e+00 +2.4980e+00 -1.3335e-01 +3.5636e+00 +1.8932e+00 +3.1585e+00 +3.0950e+00 +5.4813e-01 -7.4670e-01 -1.6839e+00 -1.7364e+00 -1.1745e+00 -2.9884e+00 +1.8408e+00 +2.0655e+00 +1.9698e+00 -2.1903e+00
85636 +1.313236906e-03 +1.313236906e-03 +9.478131324e+01 +9.478000000e+01 +9.2957e-01 -3.1467e+00 +3.9059e+00 -3.5124e+00 +2.5165e+00 -1.2069e-01 +3.5645e+00 +1.8932e+00 +3.1451e+00 +3.0728e+00 +5.5728e-01 -7.4670e-01 -1.6612e+00 -1.7364e+00 -1.1759e+00 -2.9884e+00 +1.8527e+00 +2.0544e+00 +1.9739e+00 -2.1903e+00
135784 +8.999725211e-04 +8.999725211e-04 +9.478089997e+01 +9.478000000e+01 +9.2826e-01 -3.1713e+00 +3.9039e+00 -3.4984e+00 +2.5113e+00 -1.2046e-01 +3.5749e+00 +1.8952e+00 +3.1404e+00 +3.1004e+00 +5.5261e-01 -7.3709e-01 -1.6504e+00 -1.7267e+00 -1.1820e+00 -2.9892e+00 +1.8431e+00 +2.0627e+00 +1.9682e+00 -2.1779e+00
138502 +5.421047201e-04 +5.421047201e-04 +9.478054210e+01 +9.478000000e+01 +9.2978e-01 -3.1603e+00 +3.9044e+00 -3.5060e+00 +2.5043e+00 -1.3335e-01 +3.5734e+00 +1.9105e+00 +3.1543e+00 +3.0950e+00 +5.4813e-01 -7.4670e-01 -1.6480e+00 -1.7257e+00 -1.1745e+00 -2.9884e+00 +1.8408e+00 +2.0655e+00 +1.9698e+00 -2.1903e+00
141514 +3.728249238e-04 +3.728249238e-04 +9.478037282e+01 +9.478000000e+01 +9.2978e-01 -3.1603e+00 +3.9044e+00 -3.5060e+00 +2.5097e+00 -1.3335e-01 +3.5734e+00 +1.9043e+00 +3.1543e+00 +3.0950e+00 +5.5087e-01 -7.4670e-01 -1.6480e+00 -1.7257e+00 -1.1745e+00 -2.9884e+00 +1.8408e+00 +2.0655e+00 +1.9698e+00 -2.1903e+00
162463 +2.511655868e-04 +2.511655868e-04 +9.478025117e+01 +9.478000000e+01 +9.3745e-01 -3.1467e+00 +3.9059e+00 -3.5060e+00 +2.5165e+00 -1.2069e-01 +3.5753e+00 +1.8958e+00 +3.1543e+00 +3.0950e+00 +5.5285e-01 -7.4207e-01 -1.6612e+00 -1.7269e+00 -1.1759e+00 -2.9884e+00 +1.8387e+00 +2.0626e+00 +1.9739e+00 -2.1860e+00
177829 +1.578058103e-04 +1.578058103e-04 +9.478015781e+01 +9.478000000e+01 +9.3287e-01 -3.1467e+00 +3.9059e+00 -3.5072e+00 +2.5165e+00 -1.2324e-01 +3.5753e+00 +1.9025e+00 +3.1451e+00 +3.0925e+00 +5.4801e-01 -7.4264e-01 -1.6546e+00 -1.7258e+00 -1.1759e+00 -2.9884e+00 +1.8370e+00 +2.0613e+00 +1.9582e+00 -2.1860e+00
178424 +9.421612509e-05 +9.421612509e-05 +9.478009422e+01 +9.478000000e+01 +9.3287e-01 -3.1531e+00 +3.9059e+00 -3.5072e+00 +2.5165e+00 -1.2324e-01 +3.5753e+00 +1.9025e+00 +3.1451e+00 +3.0925e+00 +5.4801e-01 -7.4264e-01 -1.6546e+00 -1.7258e+00 -1.1759e+00 -2.9884e+00 +1.8370e+00 +2.0613e+00 +1.9666e+00 -2.1860e+00
249415 +5.973215801e-05 +5.973215801e-05 +9.478005973e+01 +9.478000000e+01 +9.3419e-01 -3.1531e+00 +3.9059e+00 -3.5072e+00 +2.5165e+00 -1.2324e-01 +3.5753e+00 +1.9025e+00 +3.1475e+00 +3.0925e+00 +5.5385e-01 -7.4264e-01 -1.6546e+00 -1.7295e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0613e+00 +1.9666e+00 -2.1860e+00
260369 +3.544993068e-05 +3.544993068e-05 +9.478003545e+01 +9.478000000e+01 +9.3419e-01 -3.1531e+00 +3.9047e+00 -3.5060e+00 +2.5165e+00 -1.2324e-01 +3.5753e+00 +1.9025e+00 +3.1543e+00 +3.0950e+00 +5.5041e-01 -7.4207e-01 -1.6584e+00 -1.7295e+00 -1.1759e+00 -2.9884e+00 +1.8370e+00 +2.0613e+00 +1.9666e+00 -2.1860e+00
314080 +2.338858880e-05 +2.338858880e-05 +9.478002339e+01 +9.478000000e+01 +9.3419e-01 -3.1531e+00 +3.9044e+00 -3.5072e+00 +2.5165e+00 -1.2324e-01 +3.5750e+00 +1.9025e+00 +3.1523e+00 +3.0950e+00 +5.5087e-01 -7.4264e-01 -1.6571e+00 -1.7295e+00 -1.1759e+00 -2.9884e+00 +1.8408e+00 +2.0613e+00 +1.9651e+00 -2.1860e+00
354028 +1.488550681e-05 +1.488550681e-05 +9.478001489e+01 +9.478000000e+01 +9.3419e-01 -3.1530e+00 +3.9047e+00 -3.5060e+00 +2.5160e+00 -1.2324e-01 +3.5753e+00 +1.9025e+00 +3.1502e+00 +3.0950e+00 +5.5041e-01 -7.4207e-01 -1.6584e+00 -1.7295e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0613e+00 +1.9645e+00 -2.1860e+00
409247 +9.902104154e-06 +9.902104154e-06 +9.478000990e+01 +9.478000000e+01 +9.3419e-01 -3.1531e+00 +3.9044e+00 -3.5060e+00 +2.5165e+00 -1.2681e-01 +3.5749e+00 +1.9025e+00 +3.1503e+00 +3.0950e+00 +5.5087e-01 -7.4207e-01 -1.6571e+00 -1.7269e+00 -1.1759e+00 -2.9884e+00 +1.8390e+00 +2.0613e+00 +1.9651e+00 -2.1860e+00
529554 +5.659247336e-06 +5.659247336e-06 +9.478000566e+01 +9.478000000e+01 +9.3419e-01 -3.1530e+00 +3.9047e+00 -3.5044e+00 +2.5160e+00 -1.2434e-01 +3.5753e+00 +1.9025e+00 +3.1511e+00 +3.0950e+00 +5.5087e-01 -7.4207e-01 -1.6577e+00 -1.7277e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0613e+00 +1.9645e+00 -2.1860e+00
613305 +3.926674609e-06 +3.926674609e-06 +9.478000393e+01 +9.478000000e+01 +9.3419e-01 -3.1530e+00 +3.9047e+00 -3.5044e+00 +2.5160e+00 -1.2477e-01 +3.5740e+00 +1.9025e+00 +3.1511e+00 +3.0950e+00 +5.5087e-01 -7.4207e-01 -1.6577e+00 -1.7277e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0613e+00 +1.9640e+00 -2.1860e+00
698889 +2.012098264e-06 +2.012098264e-06 +9.478000201e+01 +9.478000000e+01 +9.3350e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2492e-01 +3.5749e+00 +1.9025e+00 +3.1511e+00 +3.0949e+00 +5.5087e-01 -7.4207e-01 -1.6573e+00 -1.7277e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0613e+00 +1.9641e+00 -2.1867e+00
739002 +1.158420233e-06 +1.158420233e-06 +9.478000116e+01 +9.478000000e+01 +9.3350e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2533e-01 +3.5749e+00 +1.9025e+00 +3.1511e+00 +3.0943e+00 +5.5087e-01 -7.4191e-01 -1.6577e+00 -1.7278e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0613e+00 +1.9641e+00 -2.1867e+00
803750 +9.194028650e-07 +9.194028650e-07 +9.478000092e+01 +9.478000000e+01 +9.3350e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2529e-01 +3.5749e+00 +1.9025e+00 +3.1511e+00 +3.0943e+00 +5.5087e-01 -7.4191e-01 -1.6577e+00 -1.7278e+00 -1.1759e+00 -2.9884e+00 +1.8392e+00 +2.0618e+00 +1.9641e+00 -2.1870e+00
984217 +6.064604179e-07 +6.064604179e-07 +9.478000061e+01 +9.478000000e+01 +9.3350e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2561e-01 +3.5749e+00 +1.9025e+00 +3.1511e+00 +3.0943e+00 +5.5124e-01 -7.4191e-01 -1.6577e+00 -1.7278e+00 -1.1759e+00 -2.9878e+00 +1.8392e+00 +2.0618e+00 +1.9640e+00 -2.1870e+00
1113191 +3.531446993e-07 +3.531446993e-07 +9.478000035e+01 +9.478000000e+01 +9.3350e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2561e-01 +3.5744e+00 +1.9025e+00 +3.1511e+00 +3.0943e+00 +5.5124e-01 -7.4191e-01 -1.6577e+00 -1.7278e+00 -1.1759e+00 -2.9878e+00 +1.8392e+00 +2.0618e+00 +1.9640e+00 -2.1870e+00
1244421 +2.391729481e-07 +2.391729481e-07 +9.478000024e+01 +9.478000000e+01 +9.3354e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2561e-01 +3.5744e+00 +1.9025e+00 +3.1511e+00 +3.0943e+00 +5.5122e-01 -7.4171e-01 -1.6577e+00 -1.7280e+00 -1.1759e+00 -2.9878e+00 +1.8392e+00 +2.0618e+00 +1.9640e+00 -2.1870e+00
1671548 +1.507598171e-07 +1.507598171e-07 +9.478000015e+01 +9.478000000e+01 +9.3354e-01 -3.1530e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2561e-01 +3.5744e+00 +1.9025e+00 +3.1512e+00 +3.0943e+00 +5.5119e-01 -7.4158e-01 -1.6577e+00 -1.7280e+00 -1.1759e+00 -2.9880e+00 +1.8392e+00 +2.0616e+00 +1.9640e+00 -2.1870e+00
1848868 +7.355271237e-08 +7.355271237e-08 +9.478000007e+01 +9.478000000e+01 +9.3354e-01 -3.1528e+00 +3.9047e+00 -3.5048e+00 +2.5160e+00 -1.2560e-01 +3.5744e+00 +1.9025e+00 +3.1512e+00 +3.0943e+00 +5.5119e-01 -7.4158e-01 -1.6577e+00 -1.7280e+00 -1.1759e+00 -2.9880e+00 +1.8392e+00 +2.0616e+00 +1.9640e+00 -2.1873e+00
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.244324700e+02 +3.244324700e+02 +5.583524700e+02 +2.339200000e+02 -1.6535e+00 -1.1222e+00 -1.1020e-01 +2.9771e+00 -4.7669e-01 -3.4805e+00 +4.8890e+00 -3.1006e+00 -4.5286e+00 +4.9146e+00 -3.1138e+00 +4.2455e+00 +2.3524e+00 -2.2503e+00 -4.3582e+00 -1.8318e+00 +4.0262e+00 +4.2041e+00 +4.2409e+00 +6.3128e-01
373 +8.006090816e+01 +8.006090816e+01 +3.139809082e+02 +2.339200000e+02 -2.8565e+00 +4.9098e+00 -4.4913e+00 -2.2013e+00 +2.6007e+00 +3.0673e+00 +2.7961e+00 -7.7984e-01 +1.2169e+00 +2.8691e+00 -4.5781e+00 -1.3840e+00 -3.8600e+00 -2.2013e-01 +5.5421e-01 +1.0199e+00 -3.4221e+00 +8.6989e-02 -3.1892e+00 -4.6325e-01
548 +5.110196342e+01 +5.110196342e+01 +2.850219634e+02 +2.339200000e+02 -1.9987e+00 +7.2915e-01 -3.4005e+00 -1.6286e+00 +5.9090e-02 +1.4430e+00 +2.7961e+00 -7.7984e-01 +1.2169e+00 +2.8691e+00 -4.5781e+00 -1.3840e+00 -3.8600e+00 -2.2013e-01 +1.0269e+00 +4.6192e+00 +3.6550e+00 -2.3305e+00 -4.9472e+00 +1.3419e-01
725 +3.605273226e+01 +3.605273226e+01 +2.699727323e+02 +2.339200000e+02 -1.7961e+00 +4.7350e-01 -2.8605e+00 +6.3825e-02 -1.5736e+00 +3.0673e+00 +2.7961e+00 -7.7984e-01 -9.9450e-02 +2.8691e+00 -4.5781e+00 -1.3840e+00 -3.8600e+00 -2.2013e-01 +5.5421e-01 +4.7170e+00 +7.5487e-01 +8.6989e-02 -3.1892e+00 -4.6325e-01
1249 +2.007260730e+01 +2.007260730e+01 +2.539926073e+02 +2.339200000e+02 -1.9987e+00 +4.7350e-01 -2.8605e+00 -2.2013e+00 -1.1236e+00 +3.0673e+00 +2.7961e+00 -7.7984e-01 -9.9450e-02 +1.2375e+00 -3.0694e+00 -1.3840e+00 -3.8600e+00 -2.2013e-01 +5.5421e-01 +4.7170e+00 +7.5487e-01 +8.6989e-02 -3.1892e+00 +1.3419e-01
1753 +1.543051473e+01 +1.543051473e+01 +2.493505147e+02 +2.339200000e+02 -1.7961e+00 +4.7350e-01 -2.8605e+00 -2.2013e+00 -1.1236e+00 +3.0673e+00 +2.7961e+00 -2.8611e-02 -9.9450e-02 +1.2375e+00 -2.3430e+00 -1.0858e+00 +1.2761e+00 -2.2013e-01 +1.0269e+00 +4.7170e+00 +7.5487e-01 +8.6989e-02 -3.1892e+00 +1.3419e-01
2604 +9.152566812e+00 +9.152566812e+00 +2.430725668e+02 +2.339200000e+02 -1.9987e+00 +4.7350e-01 -2.8605e+00 -2.2013e+00 +5.9090e-02 +3.0673e+00 +2.3442e+00 +1.7002e-01 -9.9450e-02 +1.2375e+00 -3.0694e+00 -1.0858e+00 +3.1101e-01 -2.2013e-01 +1.0269e+00 +4.7170e+00 +7.5487e-01 +8.6989e-02 -3.1892e+00 +9.3185e-01
3123 +5.752441658e+00 +5.752441658e+00 +2.396724417e+02 +2.339200000e+02 -2.4294e+00 +4.7350e-01 -2.8605e+00 -2.2013e+00 -3.1428e-01 +3.0673e+00 +1.7514e+00 -9.3291e-02 -9.9450e-02 +2.0556e+00 -3.0694e+00 -1.0858e+00 -2.9354e-01 +2.9254e-01 +1.0269e+00 +4.7170e+00 +7.5487e-01 +8.6989e-02 -2.2390e+00 +1.3419e-01
3807 +3.681989046e+00 +3.681989046e+00 +2.376019890e+02 +2.339200000e+02 -3.1584e+00 +4.7350e-01 -2.8605e+00 -2.2013e+00 -3.1428e-01 +3.0673e+00 +1.7514e+00 -9.3291e-02 -9.9450e-02 +2.0556e+00 -3.0694e+00 -1.0858e+00 -2.9354e-01 -2.2013e-01 +1.0269e+00 +4.7170e+00 +7.5487e-01 +8.6989e-02 -2.2390e+00 +9.3185e-01
