% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.428440849e+02 +2.428440849e+02 +2.336340849e+02 -9.210000000e+00 -2.3740e+00 +3.3534e+00 +2.4786e+00 +3.8176e+00 -4.3533e+00 +4.5607e+00 -5.4196e-01 -4.4525e+00 -3.1538e+00 +2.7691e+00
194 +9.545598333e+01 +9.545598333e+01 +8.624598333e+01 -9.210000000e+00 -2.3261e+00 -2.5071e+00 -7.1875e-01 +4.9792e+00 -4.9261e+00 -6.1381e-02 -2.8511e-01 +4.4452e+00 +4.6608e+00 -3.0029e+00
588 +5.780621878e+01 +5.780621878e+01 +4.859621878e+01 -9.210000000e+00 +4.5338e-01 +4.7453e+00 -2.8476e+00 +1.3865e+00 -4.1225e+00 +3.6986e+00 +3.9837e+00 +3.2602e+00 +4.4388e+00 -4.4556e+00
1385 +3.595354986e+01 +3.595354986e+01 +2.674354986e+01 -9.210000000e+00 +3.9899e+00 +1.8703e-01 +3.4926e+00 +4.1912e+00 -4.1822e+00 +3.6986e+00 +3.9837e+00 +4.8474e+00 +4.1681e+00 -4.4556e+00
2163 +2.463360043e+01 +2.463360043e+01 +1.542360043e+01 -9.210000000e+00 +3.9899e+00 +8.1014e-01 +3.4926e+00 +4.1912e+00 -4.8485e+00 +3.6986e+00 +4.6177e+00 +4.4403e+00 +4.7489e+00 -4.8218e+00
2951 +1.478039206e+01 +1.478039206e+01 +5.570392063e+00 -9.210000000e+00 +3.9899e+00 +4.3993e+00 +3.2169e+00 +4.4040e+00 -4.7012e+00 +3.6986e+00 +4.6177e+00 +4.7576e+00 +5.3701e+00 -5.5001e+00
3541 +6.910533679e+00 +6.910533679e+00 -2.299466321e+00 -9.210000000e+00 +3.9899e+00 +4.7453e+00 +3.4926e+00 +4.9562e+00 -4.8485e+00 +5.1433e+00 +4.6177e+00 +4.8721e+00 +5.3701e+00 -5.2694e+00
3932 +6.105275483e+00 +6.105275483e+00 -3.104724517e+00 -9.210000000e+00 +4.1389e+00 +3.9483e+00 +3.8038e+00 +4.9562e+00 -5.5936e+00 +5.5077e+00 +5.2141e+00 +4.8721e+00 +5.3701e+00 -4.8970e+00
4518 +3.705702920e+00 +3.705702920e+00 -5.504297080e+00 -9.210000000e+00 +3.9899e+00 +4.2581e+00 +4.5635e+00 +4.9562e+00 -5.5936e+00 +5.5077e+00 +5.2141e+00 +4.8474e+00 +5.3701e+00 -5.2694e+00
5310 +2.493887975e+00 +2.493887975e+00 -6.716112025e+00 -9.210000000e+00 +4.0100e+00 +4.3993e+00 +4.5635e+00 +5.0244e+00 -5.7953e+00 +5.5077e+00 +5.2141e+00 +5.1260e+00 +5.3701e+00 -5.2694e+00
