% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.610377513e+01 +7.610377513e+01 +6.689377513e+01 -9.210000000e+00 -2.6466e+00 -1.8457e+00
90 +4.442320930e+00 +4.442320930e+00 -4.767679070e+00 -9.210000000e+00 +2.1616e+00 +4.8396e+00
189 +2.349319887e+00 +2.349319887e+00 -6.860680113e+00 -9.210000000e+00 +2.6507e+00 +5.1381e+00
464 +3.122737169e-01 +3.122737169e-01 -8.897726283e+00 -9.210000000e+00 +4.6877e+00 +5.1381e+00
645 +2.030884611e-01 +2.030884611e-01 -9.006911539e+00 -9.210000000e+00 +4.7969e+00 +5.1381e+00
829 +0.000000000e+00 +0.000000000e+00 -9.210000000e+00 -9.210000000e+00 +5.3939e+00 +5.1381e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.904682806e+01 +6.904682806e+01 +7.250368281e+02 +6.559900000e+02 +1.4688e-01 +1.4194e+00
99 +5.841177650e+00 +5.841177650e+00 +6.618311777e+02 +6.559900000e+02 +3.2321e+00 -4.5927e+00
383 +2.922328589e+00 +2.922328589e+00 +6.589123286e+02 +6.559900000e+02 +4.2779e+00 -4.7800e+00
576 +2.397878090e+00 +2.397878090e+00 +6.583878781e+02 +6.559900000e+02 +4.2779e+00 -4.8324e+00
763 +4.695905268e-01 +4.695905268e-01 +6.564595905e+02 +6.559900000e+02 +4.5304e+00 -5.4330e+00
951 +1.595480604e-01 +1.595480604e-01 +6.561495481e+02 +6.559900000e+02 +4.8405e+00 -5.4330e+00
1227 +1.325096851e-01 +1.325096851e-01 +6.561225097e+02 +6.559900000e+02 +4.8675e+00 -5.3592e+00
1412 +4.687388863e-02 +4.687388863e-02 +6.560368739e+02 +6.559900000e+02 +4.9531e+00 -5.4062e+00
1506 +0.000000000e+00 +0.000000000e+00 +6.559900000e+02 +6.559900000e+02 +5.1277e+00 -5.4330e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.445418506e+01 +8.445418506e+01 +1.511641851e+02 +6.671000000e+01 +3.2589e+00 +2.6195e+00
95 +1.435904984e+00 +1.435904984e+00 +6.814590498e+01 +6.671000000e+01 -3.8411e+00 -4.9723e+00
284 +8.745830128e-01 +8.745830128e-01 +6.758458301e+01 +6.671000000e+01 -4.2734e+00 -4.9852e+00
375 +4.385005769e-01 +4.385005769e-01 +6.714850058e+01 +6.671000000e+01 -4.8385e+00 -4.9723e+00
562 +1.614695348e-01 +1.614695348e-01 +6.687146953e+01 +6.671000000e+01 -4.8385e+00 -5.2678e+00
653 +1.480229318e-01 +1.480229318e-01 +6.685802293e+01 +6.671000000e+01 -5.0600e+00 -4.9852e+00
933 +0.000000000e+00 +0.000000000e+00 +6.671000000e+01 +6.671000000e+01 -5.4980e+00 -5.5302e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.487343068e+01 +8.487343068e+01 +1.026543431e+03 +9.416700000e+02 -1.2607e+00 +3.1134e+00
90 +3.152721620e+00 +3.152721620e+00 +9.448227216e+02 +9.416700000e+02 -1.8473e+00 -5.4557e+00
261 +2.133687783e+00 +2.133687783e+00 +9.438036878e+02 +9.416700000e+02 -3.8021e+00 -4.9064e+00
357 +8.080362440e-01 +8.080362440e-01 +9.424780362e+02 +9.416700000e+02 -4.1920e+00 -5.4557e+00
450 +1.481252569e-01 +1.481252569e-01 +9.418181253e+02 +9.416700000e+02 -4.8519e+00 -5.2864e+00
902 +0.000000000e+00 +0.000000000e+00 +9.416700000e+02 +9.416700000e+02 -6.1805e+00 -6.0121e+00
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.172551928e+01 +6.172551928e+01 +2.427551928e+01 -3.745000000e+01 +1.0304e+00 -7.7559e-01
80 +2.764563150e+00 +2.764563150e+00 -3.468543685e+01 -3.745000000e+01 +2.4493e+00 +4.9786e+00
163 +1.707316948e+00 +1.707316948e+00 -3.574268305e+01 -3.745000000e+01 +4.2422e+00 +4.9051e+00
254 +1.144294823e+00 +1.144294823e+00 -3.630570518e+01 -3.745000000e+01 +4.8052e+00 +4.9051e+00
329 +9.716956594e-01 +9.716956594e-01 -3.647830434e+01 -3.745000000e+01 +4.2422e+00 +4.9786e+00
1407 +5.722035432e-01 +5.722035432e-01 -3.687779646e+01 -3.745000000e+01 +4.4278e+00 +5.0817e+00
1747 +1.836792027e-01 +1.836792027e-01 -3.726632080e+01 -3.745000000e+01 +4.8163e+00 +5.0817e+00
1836 +6.693210207e-02 +6.693210207e-02 -3.738306790e+01 -3.745000000e+01 +4.9331e+00 +5.0817e+00
2240 +2.526079291e-02 +2.526079291e-02 -3.742473921e+01 -3.745000000e+01 +4.9747e+00 +5.0220e+00
2724 +0.000000000e+00 +0.000000000e+00 -3.745000000e+01 -3.745000000e+01 +5.8127e+00 +5.0220e+00
% function evaluation | noise-free fitness - Fopt (-4.450500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.161412742e+01 +5.161412742e+01 -3.934358726e+02 -4.450500000e+02 +4.1789e+00 +7.5648e-01
90 +6.546131460e+00 +6.546131460e+00 -4.385038685e+02 -4.450500000e+02 -4.0565e+00 +4.4397e+00
186 +5.689960942e+00 +5.689960942e+00 -4.393600391e+02 -4.450500000e+02 -4.7517e+00 +4.4558e+00
556 +2.483359305e-01 +2.483359305e-01 -4.448016641e+02 -4.450500000e+02 -4.7517e+00 +5.4092e+00
1112 +0.000000000e+00 +0.000000000e+00 -4.450500000e+02 -4.450500000e+02 -5.5173e+00 +6.2799e+00
% function evaluation | noise-free fitness - Fopt (9.513200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.241713718e+01 +1.241713718e+01 +9.637371372e+02 +9.513200000e+02 -3.0570e+00 -3.9526e+00
86 +3.156133240e+00 +3.156133240e+00 +9.544761332e+02 +9.513200000e+02 -4.9192e+00 -4.6925e+00
447 +1.218747154e+00 +1.218747154e+00 +9.525387472e+02 +9.513200000e+02 -4.9586e+00 -4.8823e+00
620 +3.556101754e-01 +3.556101754e-01 +9.516756102e+02 +9.513200000e+02 -4.6444e+00 -5.9489e+00
796 +0.000000000e+00 +0.000000000e+00 +9.513200000e+02 +9.513200000e+02 -5.1225e+00 -5.9489e+00
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.715291969e+01 +7.715291969e+01 -9.317708031e+01 -1.703300000e+02 -4.6822e+00 +2.6835e+00
99 +3.411734973e+00 +3.411734973e+00 -1.669182650e+02 -1.703300000e+02 -3.5990e+00 -4.7989e+00
