% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.506482316e+01 +7.506482316e+01 +6.585482316e+01 -9.210000000e+00 -3.5702e+00 +4.1936e+00 -1.3944e+00
193 +5.145943013e+00 +5.145943013e+00 -4.064056987e+00 -9.210000000e+00 +1.2272e+00 +4.9296e+00 +4.8850e+00
285 +1.261308501e+00 +1.261308501e+00 -7.948691499e+00 -9.210000000e+00 +3.9614e+00 +4.9296e+00 +5.2922e+00
556 +7.816506483e-01 +7.816506483e-01 -8.428349352e+00 -9.210000000e+00 +4.4411e+00 +4.9296e+00 +5.2922e+00
644 +5.307701905e-01 +5.307701905e-01 -8.679229810e+00 -9.210000000e+00 +4.4692e+00 +5.2459e+00 +5.2922e+00
738 +2.227187221e-01 +2.227187221e-01 -8.987281278e+00 -9.210000000e+00 +5.0283e+00 +4.9296e+00 +5.2922e+00
831 +0.000000000e+00 +0.000000000e+00 -9.210000000e+00 -9.210000000e+00 +5.0283e+00 +5.7031e+00 +5.4768e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.529103857e+01 +2.529103857e+01 +6.812810386e+02 +6.559900000e+02 -1.9822e+00 +6.9732e-02 -4.7723e+00
200 +5.535435629e+00 +5.535435629e+00 +6.615254356e+02 +6.559900000e+02 +4.7042e+00 -3.5891e+00 -4.9222e+00
300 +3.170938129e+00 +3.170938129e+00 +6.591609381e+02 +6.559900000e+02 +4.7042e+00 -4.3368e+00 -4.9222e+00
499 +2.096026364e+00 +2.096026364e+00 +6.580860264e+02 +6.559900000e+02 +4.9772e+00 -4.5904e+00 -4.9222e+00
596 +1.318004469e+00 +1.318004469e+00 +6.573080045e+02 +6.559900000e+02 +4.9772e+00 -4.5904e+00 -5.5409e+00
