% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.846192067e+01 +6.846192067e+01 +5.925192067e+01 -9.210000000e+00 +1.3457e+00 -1.4808e+00
198 +2.562507960e+00 +2.562507960e+00 -6.647492040e+00 -9.210000000e+00 +4.0617e+00 +4.8376e+00
296 +6.732701350e-01 +6.732701350e-01 -8.536729865e+00 -9.210000000e+00 +4.4980e+00 +4.9829e+00
490 +5.019917650e-01 +5.019917650e-01 -8.708008235e+00 -9.210000000e+00 +4.4980e+00 +5.0225e+00
777 +3.079363667e-01 +3.079363667e-01 -8.902063633e+00 -9.210000000e+00 +4.6921e+00 +5.0225e+00
1151 +1.947100934e-01 +1.947100934e-01 -9.015289907e+00 -9.210000000e+00 +4.8053e+00 +5.0225e+00
1910 +0.000000000e+00 +0.000000000e+00 -9.210000000e+00 -9.210000000e+00 +5.7131e+00 +5.0225e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.037861568e+00 +3.037861568e+00 +6.590278616e+02 +6.559900000e+02 +4.9392e+00 -4.7023e+00
192 +2.347157333e+00 +2.347157333e+00 +6.583371573e+02 +6.559900000e+02 +3.2934e+00 -4.9359e+00
282 +6.405746519e-01 +6.405746519e-01 +6.566305747e+02 +6.559900000e+02 +5.2006e+00 -4.9359e+00
370 +2.692472242e-01 +2.692472242e-01 +6.562592472e+02 +6.559900000e+02 +4.7308e+00 -5.0367e+00
461 +0.000000000e+00 +0.000000000e+00 +6.559900000e+02 +6.559900000e+02 +5.2006e+00 -5.3505e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.634085343e+01 +7.634085343e+01 +1.430508534e+02 +6.671000000e+01 -3.6817e-01 +2.1709e+00
195 +2.526539723e+00 +2.526539723e+00 +6.923653972e+01 +6.671000000e+01 -2.8780e+00 -4.9595e+00
289 +1.269536143e+00 +1.269536143e+00 +6.797953614e+01 +6.671000000e+01 -4.1350e+00 -4.9595e+00
575 +9.707107446e-01 +9.707107446e-01 +6.768071074e+01 +6.671000000e+01 -4.4339e+00 -4.9595e+00
772 +5.661332189e-01 +5.661332189e-01 +6.727613322e+01 +6.671000000e+01 -4.4339e+00 -5.3166e+00
1528 +6.789765093e-02 +6.789765093e-02 +6.677789765e+01 +6.671000000e+01 -4.9321e+00 -5.1630e+00
1716 +0.000000000e+00 +0.000000000e+00 +6.671000000e+01 +6.671000000e+01 -5.4848e+00 -5.1630e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.076645065e+01 +6.076645065e+01 +1.002436451e+03 +9.416700000e+02 +1.9809e+00 +3.7856e-01
197 +3.739366963e+00 +3.739366963e+00 +9.454093670e+02 +9.416700000e+02 -2.2051e+00 -4.9056e+00
390 +1.762980386e+00 +1.762980386e+00 +9.434329804e+02 +9.416700000e+02 -3.2370e+00 -5.4004e+00
