% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.374854353e+01 +4.374854353e+01 -4.183414565e+02 -4.620900000e+02 +2.2696e+00 -1.0732e+00 +1.5764e+00
96 +4.623317273e+01 +4.623317273e+01 -4.158568273e+02 -4.620900000e+02 -7.8019e-01 +4.1699e-01 +1.9446e+00
294 +3.955740580e+01 +3.955740580e+01 -4.225325942e+02 -4.620900000e+02 +1.1457e+00 +3.4970e+00 +2.1601e+00
576 +1.873039844e+01 +1.873039844e+01 -4.433596016e+02 -4.620900000e+02 -7.8019e-01 +3.3470e+00 +1.5170e+00
845 +1.285309466e+01 +1.285309466e+01 -4.492369053e+02 -4.620900000e+02 +2.3560e+00 +3.3470e+00 +1.5170e+00
934 +9.746744322e+00 +9.746744322e+00 -4.523432557e+02 -4.620900000e+02 +1.3288e+00 +3.3470e+00 +1.5170e+00
2719 +6.036920034e+00 +6.036920034e+00 -4.560530800e+02 -4.620900000e+02 +2.3418e+00 +3.3705e+00 +1.8848e+00
3750 +2.512530180e+00 +2.512530180e+00 -4.595774698e+02 -4.620900000e+02 +2.3418e+00 +2.8506e+00 +1.9068e+00
3842 +1.088689522e+00 +1.088689522e+00 -4.610013105e+02 -4.620900000e+02 +2.3418e+00 +2.8398e+00 +2.2121e+00
4692 +6.721304147e-01 +6.721304147e-01 -4.614178696e+02 -4.620900000e+02 +2.3418e+00 +2.3353e+00 +2.2121e+00
11083 +2.502361451e-01 +2.502361451e-01 -4.618397639e+02 -4.620900000e+02 +2.3319e+00 +2.2808e+00 +2.2121e+00
12362 +5.750205598e-02 +5.750205598e-02 -4.620324979e+02 -4.620900000e+02 +2.3319e+00 +2.3078e+00 +2.2121e+00
14014 +2.232231645e-02 +2.232231645e-02 -4.620676777e+02 -4.620900000e+02 +2.3319e+00 +2.2973e+00 +2.2121e+00
22836 +4.504476742e-03 +4.504476742e-03 -4.620854955e+02 -4.620900000e+02 +2.3406e+00 +2.3003e+00 +2.2121e+00
48100 +2.883724067e-03 +2.883724067e-03 -4.620871163e+02 -4.620900000e+02 +2.3406e+00 +2.3003e+00 +2.2137e+00
95708 +9.219617336e-04 +9.219617336e-04 -4.620890780e+02 -4.620900000e+02 +2.3406e+00 +2.3003e+00 +2.2129e+00
152661 +1.657350084e-04 +1.657350084e-04 -4.620898343e+02 -4.620900000e+02 +2.3406e+00 +2.3003e+00 +2.2133e+00
170168 +1.479430033e-04 +1.479430033e-04 -4.620898521e+02 -4.620900000e+02 +2.3406e+00 +2.2998e+00 +2.2133e+00
232071 +5.027270271e-05 +5.027270271e-05 -4.620899497e+02 -4.620900000e+02 +2.3406e+00 +2.2998e+00 +2.2136e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.096759346e+02 +7.096759346e+02 +7.873359346e+02 +7.766000000e+01 +4.7429e+00 -8.5464e-01 -1.6968e+00
92 +1.298050154e+01 +1.298050154e+01 +9.064050154e+01 +7.766000000e+01 +1.4358e+00 -8.7996e-01 +2.8768e-01
469 +7.613764549e+00 +7.613764549e+00 +8.527376455e+01 +7.766000000e+01 +2.3614e+00 -8.7996e-01 +6.3480e-01
936 +5.309673142e+00 +5.309673142e+00 +8.296967314e+01 +7.766000000e+01 +2.3614e+00 -8.7996e-01 +5.6379e-01
1793 +8.319194507e-01 +8.319194507e-01 +7.849191945e+01 +7.766000000e+01 +2.3614e+00 -8.7996e-01 +1.2729e+00
