% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.317784733e+02 +3.317784733e+02 -1.303115267e+02 -4.620900000e+02 -4.1016e+00 -4.9343e+00 -4.0302e+00 +2.5159e+00 +2.1716e-01
85 +7.196734587e+01 +7.196734587e+01 -3.901226541e+02 -4.620900000e+02 -1.9982e-01 +4.6579e+00 +5.9931e-01 +1.2083e+00 +1.9487e+00
172 +5.712468830e+01 +5.712468830e+01 -4.049653117e+02 -4.620900000e+02 +1.1730e+00 +4.6579e+00 +5.9931e-01 +1.2083e+00 +1.9487e+00
424 +3.695939803e+01 +3.695939803e+01 -4.251306020e+02 -4.620900000e+02 +2.0960e+00 +3.5966e+00 +5.9931e-01 +1.2083e+00 +1.9487e+00
752 +2.447571162e+01 +2.447571162e+01 -4.376142884e+02 -4.620900000e+02 +1.1730e+00 +3.0170e+00 +1.6806e+00 +1.0918e+00 +1.9487e+00
1488 +1.439220475e+01 +1.439220475e+01 -4.476977952e+02 -4.620900000e+02 +2.1647e-01 +3.0170e+00 +1.6806e+00 +2.9997e-01 +2.2648e+00
2952 +9.248504445e+00 +9.248504445e+00 -4.528414956e+02 -4.620900000e+02 +1.2924e+00 +3.0170e+00 +1.6806e+00 +1.1741e+00 +2.2648e+00
11071 +5.198709126e+00 +5.198709126e+00 -4.568912909e+02 -4.620900000e+02 +2.3476e+00 +3.0488e+00 +1.5794e+00 +7.1048e-01 +2.2747e+00
12954 +3.467766190e+00 +3.467766190e+00 -4.586222338e+02 -4.620900000e+02 +2.3476e+00 +3.1413e+00 +2.2108e+00 +7.1048e-01 +2.2747e+00
21974 +2.405277415e+00 +2.405277415e+00 -4.596847226e+02 -4.620900000e+02 +2.3103e+00 +3.1165e+00 +2.2108e+00 +7.2080e-01 +2.2747e+00
24977 +1.224543396e+00 +1.224543396e+00 -4.608654566e+02 -4.620900000e+02 +2.3331e+00 +2.2956e+00 +2.1975e+00 +7.2185e-01 +1.9899e+00
26046 +5.350512169e-01 +5.350512169e-01 -4.615549488e+02 -4.620900000e+02 +2.3331e+00 +2.2956e+00 +2.1975e+00 +7.2185e-01 +2.3004e+00
41052 +2.715621816e-01 +2.715621816e-01 -4.618184378e+02 -4.620900000e+02 +2.3331e+00 +2.2956e+00 +2.1975e+00 +7.2185e-01 +2.2950e+00
42447 +2.396235473e-01 +2.396235473e-01 -4.618503765e+02 -4.620900000e+02 +2.3331e+00 +2.2956e+00 +2.1975e+00 +7.3118e-01 +2.2950e+00
45416 +6.673748894e-02 +6.673748894e-02 -4.620232625e+02 -4.620900000e+02 +2.3331e+00 +2.2996e+00 +2.2109e+00 +7.3118e-01 +2.2950e+00
46977 +6.185685723e-02 +6.185685723e-02 -4.620281431e+02 -4.620900000e+02 +2.3331e+00 +2.2956e+00 +2.2121e+00 +7.2185e-01 +2.2986e+00
64116 +2.637991748e-02 +2.637991748e-02 -4.620636201e+02 -4.620900000e+02 +2.3331e+00 +2.2989e+00 +2.2121e+00 +7.2467e-01 +2.2986e+00
83918 +2.452469113e-02 +2.452469113e-02 -4.620654753e+02 -4.620900000e+02 +2.3341e+00 +2.2989e+00 +2.2121e+00 +7.2467e-01 +2.2986e+00
84107 +1.316430129e-02 +1.316430129e-02 -4.620768357e+02 -4.620900000e+02 +2.3331e+00 +2.2989e+00 +2.2121e+00 +7.2858e-01 +2.2986e+00
105955 +4.087582050e-03 +4.087582050e-03 -4.620859124e+02 -4.620900000e+02 +2.3380e+00 +2.2994e+00 +2.2132e+00 +7.2911e-01 +2.2986e+00
138403 +2.858498280e-03 +2.858498280e-03 -4.620871415e+02 -4.620900000e+02 +2.3380e+00 +2.2996e+00 +2.2132e+00 +7.2858e-01 +2.2986e+00
170818 +2.316871496e-03 +2.316871496e-03 -4.620876831e+02 -4.620900000e+02 +2.3396e+00 +2.2996e+00 +2.2132e+00 +7.2714e-01 +2.2984e+00
