% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.745744493e+06 +3.745744493e+06 +3.745534613e+06 -2.098800000e+02 -2.1339e+00 +2.7664e+00 +1.6779e+00
86 +3.121994060e+03 +3.121994060e+03 +2.912114060e+03 -2.098800000e+02 -9.3624e-01 +5.1666e-01 +3.6050e+00
341 +1.372627926e+03 +1.372627926e+03 +1.162747926e+03 -2.098800000e+02 -2.1545e+00 -2.7844e-01 +3.5248e+00
426 +9.436101664e+02 +9.436101664e+02 +7.337301664e+02 -2.098800000e+02 -3.2363e+00 +5.1666e-01 +3.5248e+00
1831 +1.427339834e+02 +1.427339834e+02 -6.714601656e+01 -2.098800000e+02 +2.1607e+00 +5.1666e-01 +3.5661e+00
6297 +9.468581259e+01 +9.468581259e+01 -1.151941874e+02 -2.098800000e+02 +1.0439e+00 +4.9534e-01 +3.5443e+00
18254 +5.274007368e+01 +5.274007368e+01 -1.571399263e+02 -2.098800000e+02 +1.2218e+00 +4.4838e-01 +3.5617e+00
24602 +1.387173898e+01 +1.387173898e+01 -1.960082610e+02 -2.098800000e+02 +1.2080e+00 +4.4838e-01 +3.5581e+00
29891 +5.596224121e-01 +5.596224121e-01 -2.093203776e+02 -2.098800000e+02 +1.1941e+00 +4.3865e-01 +3.5551e+00
61463 +3.322796529e-01 +3.322796529e-01 -2.095477203e+02 -2.098800000e+02 +1.2075e+00 +4.4838e-01 +3.5539e+00
63224 +2.822573644e-03 +2.822573644e-03 -2.098771774e+02 -2.098800000e+02 +1.2075e+00 +4.4824e-01 +3.5545e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.133530825e+05 +7.133530825e+05 +7.132609925e+05 -9.209000000e+01 -4.7472e+00 +1.3632e+00 -7.9498e-01
92 +1.169503990e+04 +1.169503990e+04 +1.160294990e+04 -9.209000000e+01 -3.5473e+00 +4.0486e+00 -1.1382e-02
184 +6.730154382e+03 +6.730154382e+03 +6.638064382e+03 -9.209000000e+01 +4.0291e+00 +2.6440e-01 +1.3036e-01
270 +3.494797846e+03 +3.494797846e+03 +3.402707846e+03 -9.209000000e+01 +4.0291e+00 +4.0769e+00 +1.3036e-01
453 +1.538126840e+03 +1.538126840e+03 +1.446036840e+03 -9.209000000e+01 -2.6814e+00 +2.8981e+00 +1.3036e-01
1291 +9.831980786e+02 +9.831980786e+02 +8.911080786e+02 -9.209000000e+01 +1.5516e+00 +2.7678e+00 +6.0255e-02
1381 +8.755636733e+01 +8.755636733e+01 -4.533632666e+00 -9.209000000e+01 -2.1287e+00 +2.8981e+00 +9.1148e-02
1572 +3.900289958e+01 +3.900289958e+01 -5.308710042e+01 -9.209000000e+01 +2.1799e+00 +2.6391e+00 +8.4310e-02
2791 +1.233900709e+01 +1.233900709e+01 -7.975099291e+01 -9.209000000e+01 +9.5463e-01 +2.6391e+00 +8.7088e-02
5873 +7.632670871e+00 +7.632670871e+00 -8.445732913e+01 -9.209000000e+01 +3.1082e-01 +2.6068e+00 +9.3346e-02
5961 +2.188284167e+00 +2.188284167e+00 -8.990171583e+01 -9.209000000e+01 +3.1082e-01 +2.6068e+00 +9.1832e-02
11823 +1.067597811e+00 +1.067597811e+00 -9.102240219e+01 -9.209000000e+01 +1.1610e+00 +2.6208e+00 +9.1331e-02
11917 +8.987015559e-01 +8.987015559e-01 -9.119129844e+01 -9.209000000e+01 +7.2600e-01 +2.6208e+00 +9.1331e-02
12856 +4.753683145e-01 +4.753683145e-01 -9.161463169e+01 -9.209000000e+01 +7.2600e-01 +2.6208e+00 +9.1102e-02
41522 +1.767262569e-01 +1.767262569e-01 -9.191327374e+01 -9.209000000e+01 +7.2600e-01 +2.6208e+00 +9.0812e-02
70406 +4.758150426e-02 +4.758150426e-02 -9.204241850e+01 -9.209000000e+01 +7.2600e-01 +2.6208e+00 +9.0165e-02
230116 +3.124186314e-02 +3.124186314e-02 -9.205875814e+01 -9.209000000e+01 +7.2584e-01 +2.6216e+00 +9.0216e-02
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.886227033e+06 +9.886227033e+06 +9.886139143e+06 -8.789000000e+01 -1.6711e-01 -3.8660e+00 -1.9396e+00
95 +5.813440516e+03 +5.813440516e+03 +5.725550516e+03 -8.789000000e+01 -4.8002e+00 +4.1291e+00 +1.1676e+00
