% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.620958275e+06 +1.620958275e+06 +1.620748395e+06 -2.098800000e+02 +1.8961e+00 +1.1497e+00 +4.4695e+00 +3.1626e+00 +3.9667e+00 -2.8304e+00 +4.3057e+00 +2.7822e+00 +1.0847e+00 +2.6044e+00
179 +4.712400107e+04 +4.712400107e+04 +4.691412107e+04 -2.098800000e+02 -2.3966e+00 -1.4307e+00 +2.5413e+00 +4.4688e+00 +1.0229e-01 +3.3238e+00 +2.5232e+00 +6.6845e-01 -1.3403e+00 +2.6936e+00
524 +3.874976877e+04 +3.874976877e+04 +3.853988877e+04 -2.098800000e+02 -2.3966e+00 -1.4307e+00 +2.5413e+00 +4.4688e+00 +1.0229e-01 +3.3238e+00 +2.5232e+00 +6.6845e-01 -1.3403e+00 +2.6167e+00
1911 +2.274908148e+04 +2.274908148e+04 +2.253920148e+04 -2.098800000e+02 +2.4399e+00 -4.1585e+00 -2.4207e+00 +4.4688e+00 +2.1172e+00 +3.1301e+00 +2.5232e+00 +3.7658e-02 -1.3403e+00 +2.6936e+00
2097 +7.478507978e+03 +7.478507978e+03 +7.268627978e+03 -2.098800000e+02 -2.3966e+00 -4.0791e+00 +8.2443e-01 +9.4929e-01 +1.0561e+00 +1.3530e+00 +2.6815e+00 -1.2039e-01 -1.1146e+00 +2.6330e+00
2442 +3.620242505e+03 +3.620242505e+03 +3.410362505e+03 -2.098800000e+02 -2.3966e+00 -4.0791e+00 +8.2443e-01 +1.3963e+00 +1.0229e-01 +2.6927e+00 +2.0322e+00 -1.2039e-01 -1.1146e+00 +2.6330e+00
2785 +2.290416267e+03 +2.290416267e+03 +2.080536267e+03 -2.098800000e+02 -2.3966e+00 -1.4307e+00 +8.3296e-01 +1.1263e+00 +1.0561e+00 +3.1301e+00 +2.5232e+00 -1.2039e-01 -1.1146e+00 +2.6330e+00
3989 +1.575357588e+03 +1.575357588e+03 +1.365477588e+03 -2.098800000e+02 +2.4399e+00 -1.4307e+00 +9.1609e-01 +2.2954e+00 +2.1172e+00 +2.5883e+00 +2.5232e+00 -1.2039e-01 -1.1146e+00 +2.6330e+00
7324 +9.940891924e+02 +9.940891924e+02 +7.842091924e+02 -2.098800000e+02 +2.4399e+00 -1.4307e+00 +2.4415e+00 +2.2954e+00 +2.0271e+00 +2.6927e+00 +2.3751e+00 -8.5968e-02 -1.1146e+00 +2.6330e+00
16551 +4.529819773e+02 +4.529819773e+02 +2.431019773e+02 -2.098800000e+02 -4.4200e+00 -2.4565e+00 +1.9172e+00 +1.7376e+00 +1.7094e+00 +2.6932e+00 +2.3687e+00 -7.1291e-02 -1.0878e+00 +2.6151e+00
17313 +3.558876045e+02 +3.558876045e+02 +1.460076045e+02 -2.098800000e+02 +4.6216e+00 +1.0075e+00 +3.4110e+00 +2.5947e+00 +1.7094e+00 +2.6932e+00 +2.2269e+00 -7.1291e-02 -1.0878e+00 +2.6151e+00
40537 +1.415649499e+02 +1.415649499e+02 -6.831505013e+01 -2.098800000e+02 +2.1507e+00 +1.0075e+00 +3.4110e+00 +2.3573e+00 +1.7094e+00 +2.6932e+00 +2.3319e+00 -7.1291e-02 -1.0878e+00 +2.6048e+00
